Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
353,Sebastián Boselli,uy URU,DF,Getafe,es La Liga,21,2003,11,4,380,4.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
354,Jean-Baptiste Bosey,fr FRA,FW,Strasbourg,fr Ligue 1,17,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
355,Sven Botman,nl NED,DF,Newcastle,eng Premier League,25,2000,25,21,1835,20.4,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches
356,Ayyoub Bouaddi,ma MAR,MF,Lille,fr Ligue 1,17,2007,30,28,2321,25.8,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches
357,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20,2004,2,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
358,Badredine Bouanani,dz ALG,MF,Stuttgart,de Bundesliga,20,2004,14,5,463,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
359,Kaïl Boudache,fr FRA,"MF,FW",Nice,fr Ligue 1,19,2006,13,3,531,5.9,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches
360,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25,1999,25,18,1694,18.8,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches
361,Sofiane Boufal,ma MAR,"MF,FW",Le Havre,fr Ligue 1,31,1993,17,13,1019,11.3,1,4,5,1,0,1,2,0,0.09,0.35,0.44,0.09,0.44,Matches
362,Justin Bourgault,fr FRA,FW,Brest,fr Ligue 1,19,2005,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
